age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
23,F,197,Célibataire,0,false,6533 MS 82
49,M,430,En Couple,1,false,9448 OO 56
45,M,483,En Couple,2,true,172 AN 57
44,M,427,En Couple,0,false,8731 WA 35
25,M,1253,Célibataire,0,false,4457 OH 95
48,M,844,En Couple,2,false,4013 PW 13
31,M,526,Célibataire,0,false,6284 HB 42
66,F,242,Marié(e),0,false,6100 BW 34
64,M,576,Célibataire,0,false,2418 CM 62
38,M,1099,En Couple,2,false,4864 AK 53
44,M,705,Célibataire,0,false,5359 HE 80
63,M,553,En Couple,0,false,1068 OV 43
32,M,1374,Célibataire,0,false,7810 CD 85
59,F,185,Célibataire,0,false,9165 IW 74
63,M,229,En Couple,2,true,6406 XD 58
83,M,786,En Couple,2,true,5600 RM 62
23,M,507,En Couple,0,false,8717 WW 36
27,M,230,En Couple,4,false,4189 HG 56
53,M,482,Seule,1,false,8997 CU 38
84,M,245,Célibataire,0,false,280 UL 91
42,M,581,En Couple,4,false,8468 OG 27
21,M,589,En Couple,1,false,8508 BT 13
52,M,411,En Couple,0,false,253 UJ 43
18,M,1359,En Couple,2,false,6128 AQ 86
33,M,986,En Couple,0,true,3691 WH 90
72,F,555,En Couple,0,true,516 GJ 48
30,M,539,En Couple,4,false,3027 FD 80
59,M,597,En Couple,3,false,2242 ID 39
66,M,767,En Couple,1,false,6852 WC 98
84,F,908,En Couple,0,false,8111 ZZ 14
28,M,229,Célibataire,0,false,8007 GB 36
42,M,451,En Couple,3,false,3768 AL 47
27,M,423,En Couple,0,false,192 GF 12
19,F,525,En Couple,0,false,6440 SQ 83
27,M,429,Célibataire,0,false,3133 WB 89
21,M,1180,Célibataire,0,false,5326 YO 83
25,M,496,En Couple,2,false,4020 CU 67
37,M,441,En Couple,4,true,3673 TM 62
26,M,173,En Couple,0,false,8518 HS 42
82,M,234,En Couple,1,false,3614 DR 27
27,F,534,En Couple,3,false,2272 JT 64
45,M,582,En Couple,2,false,1917 HL 16
40,M,1358,Célibataire,0,false,1959 PA 56
56,M,959,En Couple,2,false,1569 WN 78
29,M,438,En Couple,1,true,1353 FW 91
39,F,591,En Couple,4,false,3038 GB 76
18,M,1312,Célibataire,0,false,7888 BE 21
56,M,226,Célibataire,0,false,6803 QR 56
44,M,1131,En Couple,1,false,1439 VH 92
52,M,570,En Couple,4,false,7640 ZJ 14
33,M,1222,Célibataire,0,false,7492 HI 87
70,F,543,En Couple,2,false,5102 QX 60
23,M,211,Célibataire,0,false,7959 AX 45
24,F,408,Célibataire,0,false,419 MW 12
83,M,589,Seule,3,false,5751 AF 53
44,F,473,En Couple,0,false,9517 OJ 57
51,Masculin,1396,En Couple,1,false,5329 RB 11
18,M,720,En Couple,1,false,3868 EI 48
42,M,167,En Couple,1,true,7370 ED 30
57,F,514,Célibataire,0,false,5338 YF 87
66,F,230,En Couple,0,true,8705 XR 64
44,F,593,En Couple,0,true,9004 VL 23
19,Homme,592,Célibataire,0,false,9472 CP 85
19,M,484,En Couple,2,false,4799 SG 46
21,M,904,En Couple,0,false,490 DH 36
20,F,180,Célibataire,0,false,3149 PP 67
18,F,526,En Couple,0,true,1052 UB 50
65,M,186,Célibataire,0,false,1064 JD 53
40,M,573,En Couple,4,false,3629 LE 50
41,M,489,En Couple,0,false,7291 LZ 51
22,M,568,En Couple,4,false,4287 EO 71
68,M,413,En Couple,0,false,798 DB 98
22,F,1055,Seule,1,false,3934 FV 29
22,M,1033,En Couple,0,false,2016 WD 16
33,M,415,En Couple,0,true,1565 WG 70
29,M,160,Célibataire,0,false,7404 HO 32
84,M,152,En Couple,2,false,1614 ZC 87
26,F,158,En Couple,4,false,8150 TU 31
18,M,1132,En Couple,3,false,4872 NJ 77
20,M,500,Célibataire,0,false,5485 RL 79
56,M,501,En Couple,3,false,3392 JR 40
41,F,165,Célibataire,0,false,3864 DT 15
60,M,503,En Couple,0,false,9715 EW 84
46,F,207,Célibataire,0,false,987 OE 34
56,F,502,En Couple,1,false,7207 IV 28
79,F,1082,En Couple,0,false,4433 BD 46
26,M,814,En Couple,1,true,2991 ZG 43
31,M,465,En Couple,3,true,7793 DT 49
34,M,701,En Couple,0,false,4454 XX 64
26,F,403,En Couple,3,false,2698 VI 69
60,M,439,Célibataire,0,false,5968 JP 38
57,M,1135,En Couple,3,false,680 XE 18
75,F,1387,Célibataire,0,false,6302 SJ 38
50,M,979,En Couple,0,false,959 JA 45
40,M,452,En Couple,3,false,88 QO 62
21,M,1345,En Couple,1,false,8876 GI 41
33,M,462,En Couple,3,false,4642 WP 27
26,F,542,En Couple,3,false,4281 XF 32
54,F,482,Célibataire,0,false,7513 VK 15
37,M,456,En Couple,0,false,3016 DC 38
29,F,536,Célibataire,0,false,8597 TC 32
66,F,1188,Célibataire,0,false,1172 EA 39
60,F,180,En Couple,4,false,5143 FF 78
52,M,494,En Couple,1,false,8853 QD 14
32,M,1391,En Couple,0,false,8025 UR 20
36,F,1190,En Couple,0,false,4634 IJ 86
31,M,1187,En Couple,0,true,6770 UP 63
84,M,1219,Célibataire,0,false,3054 CD 43
67,M,438,Seule,3,false,9745 NC 10
52,M,742,En Couple,0,true,8405 BT 52
45,F,976,En Couple,2,false,175 ZH 75
22,M,1283,En Couple,4,false,8254 CC 93
69,M,579,En Couple,0,true,1231 UT 82
29,M,574,En Couple,0,false,5936 FU 32
62,F,162,En Couple,1,false,351 IX 35
84,M,431,En Couple,0,true,9934 LK 96
36,F,442,Célibataire,0,false,7702 PX 49
51,M,511,Célibataire,0,false,7221 PS 46
40,M,224,Célibataire,0,false,5478 WL 88
42,M,421,En Couple,3,false,1307 BA 11
52,M,242,En Couple,0,false,5529 YL 56
68,M,516,En Couple,0,false,4239 KD 25
57,M,400,En Couple,0,true,548 DA 96
62,M,509,En Couple,1,false,7053 HE 69
37,F,220,En Couple,1,true,9576 NW 22
83,M,1032,Célibataire,0,false,8553 ZQ 33
25,F,1228,En Couple,2,false,6270 VL 13
35,M,563,En Couple,0,false,9344 ZJ 82
78,M,567,En Couple,0,false,313 SJ 45
56,M,522,En Couple,1,false,1884 BY 38
50,F,436,Célibataire,0,false,7141 CX 60
46,M,427,En Couple,1,true,5982 NA 29
52,F,580,En Couple,1,false,5387 VY 17
37,M,476,Célibataire,0,false,8436 NA 71
67,M,212,Seule,2,false,6252 FK 15
33,F,564,En Couple,1,false,1570 XC 78
78,F,554,Célibataire,0,false,3475 JD 44
67,F,241,En Couple,1,false,3610 ZE 97
38,F,584,En Couple,3,false,2678 GM 41
31,M,568,En Couple,1,false,6774 SX 53
44,M,1137,En Couple,1,false,5971 AD 63
26,M,536,En Couple,4,false,1482 SZ 21
33,M,164,En Couple,4,false,9877 NZ 51
37,F,588,Célibataire,0,false,3125 KN 92
54,M,455,En Couple,3,true,6013 FA 84
42,M,218,En Couple,3,false,78 LX 90
68,M,596,En Couple,4,false,7259 BS 73
20,M,174,En Couple,2,false,5656 SU 62
39,M,928,En Couple,4,false,6980 GQ 44
72,M,957,En Couple,2,false,9840 SG 78
46,M,504,En Couple,4,false,6107 LY 80
29,M,575,Célibataire,0,false,635 WH 58
50,M,210,En Couple,2,false,2570 GM 31
70,F,551,Célibataire,0,false,2251 AM 85
18,M,784,En Couple,2,false,2071 NS 31
40,M,598,En Couple,1,true,5593 ZK 25
34,M,215,En Couple,3,true,1490 FX 72
32,M,183,En Couple,0,true,1353 UW 65
81,M,1226,En Couple,4,false,1715 BC 51
28,M,1184,Célibataire,0,false,2234 CQ 28
27,M,406,Célibataire,0,false,8926 GK 57
53,Féminin,1068,En Couple,2,true,3317 LT 43
53,M,477,En Couple,1,false,6208 IS 92
39,F,545,En Couple,0,false,7755 AO 47
24,M,?,En Couple,2,false,1408 PL 97
30,M,421,En Couple,1,false,6858 PO 80
44,F,742,Célibataire,0,false,7953 FE 88
61,M,836,En Couple,3,false,6006 ZL 95
82,M,425,Seule,1,false,6364 SX 82
24,M,432,Célibataire,0,false,6881 EH 15
24,M,493,En Couple,0,false,8584 UY 82
45,Masculin,246,Célibataire,0,false,3157 LP 91
80,M,174,En Couple,3,true,8436 VW 42
18,M,1192,En Couple,2,false,8566 JR 55
18,M,574,En Couple,2,false,8649 AM 36
57,Homme,543,Célibataire,0,false,194 VQ 20
60,M,1315,Célibataire,0,false,4746 MZ 15
20,F,549,En Couple,0,false,9042 QC 89
60,M,498,En Couple,2,true,7604 GW 62
42,M,579,En Couple,0,false,4248 OE 49
41,M,432,En Couple,3,false,1120 OV 16
32,M,486,En Couple,4,false,7457 PB 52
50,M,219,Seule,1,false,9662 WC 90
64,F,1348,En Couple,4,true,3602 JI 13
33,F,701,En Couple,1,false,7994 KZ 29
54,M,514,Célibataire,0,false,397 ON 67
59,M,585,Célibataire,0,false,7817 KK 45
28,M,557,En Couple,0,false,5867 BZ 53
51,M,517,En Couple,2,false,7817 XM 54
39,F,1000,En Couple,2,false,4592 UV 27
48,F,864,Célibataire,0,false,3542 RI 30
29,F,517,En Couple,2,false,5995 UK 58
48,M,1304,En Couple,2,true,7345 RQ 74
82,M,520,En Couple,3,false,1925 GZ 10
24,M,413,En Couple,4,false,7017 LO 52
55,M,1114,En Couple,3,false,5199 JH 44
69,M,493,Célibataire,0,false,1156 KZ 31
54,F,503,En Couple,2,false,2374 NR 37
54,F,400,Célibataire,0,false,2835 QQ 50
57,F,872,En Couple,4,true,5040 SB 38
21,M,1380,Célibataire,0,false,9715 VU 29
31,M,577,En Couple,1,false,8094 XR 55
63,M,912,Célibataire,0,false,7641 NG 48
54,M,436,Célibataire,0,false,6506 BW 23
27,M,959,En Couple,1,false,6643 RU 42
22,M,154,En Couple,0,false,2312 GG 50
21,M,177,En Couple,3,true,3067 JU 80
79,M,222,Seul,0,false,3254 YI 13
22,M,545,En Couple,0,false,3828 KB 26
26,M,1318,En Couple,4,false,1021 YM 19
46,M,188,En Couple,3,false,6717 IQ 50
80,M,996,En Couple,4,false,2159 CL 49
26,F,837,Célibataire,0,false,8187 WR 82
39,M,472,En Couple,0,false,8265 MW 67
20,M,225,En Couple,2,false,5312 EA 36
43,F,1024,Célibataire,0,false,9600 RO 33
84,F,445,Célibataire,0,false,8760 EZ 98
64,M,441,En Couple,4,false,213 VD 79
77,M,478,En Couple,0,false,2936 NY 23
25,M,512,Célibataire,0,false,8435 US 78
25,M,1367,En Couple,0,false,3296 IQ 31
28,M,442,En Couple,3,false,8077 QW 27
73,M,468,En Couple,0,false,8440 IB 81
32,F,?,En Couple,4,true,8514 OO 81
78,M,1199,En Couple,2,false,2131 UK 66
28,F,1320,Seule,1,false,8651 RP 53
41,F,1153,Seule,2,false,6752 YJ 78
34,F,531,Célibataire,0,false,9513 QS 78
22,F,473,En Couple,0,false,5062 WN 75
65,M,247,En Couple,2,false,5161 WO 14
52,F,184,Célibataire,0,false,5 DP 71
44,M,228,En Couple,4,false,5217 SF 82
66,M,842,En Couple,0,false,2345 LO 91
40,M,1226,En Couple,3,false,3634 HO 91
28,F,1184,En Couple,2,false,4888 DE 16
74,M,412,Célibataire,0,false,6102 RP 36
23,M,214,En Couple,4,false,9360 JO 27
29,F,212,En Couple,2,false,1168 LD 35
68,F,491,Célibataire,0,false,5996 HZ 35
25,M,897,En Couple,0,false,8577 DI 59
53,F,1041,Marié(e),2,false,606 DF 53
49,F,1298,Célibataire,0,false,6671 BG 63
83,M,1389,En Couple,1,true,1523 OF 70
18,F,558,En Couple,1,true,4157 FP 34
30,F,469,Seule,2,false,3428 VL 82
42,F,441,En Couple,3,false,503 EV 31
26,M,581,En Couple,4,true,6401 PD 48
33,F,163,Célibataire,0,false,4852 DX 84
28,M,523,En Couple,2,true,9813 QI 66
27,M,403,En Couple,0,true,836 QM 41
19,M,517,En Couple,1,false,247 HX 39
43,M,1137,Célibataire,0,false,2818 FD 84
55,M,520,Célibataire,0,false,6821 QF 21
48,M,1207,Célibataire,0,false,4977 RL 77
57,M,563,Seule,2,false,1512 XU 86
70,M,1371,En Couple,3,false,9680 TV 46
52,F,446,En Couple,4,false,9332 UE 55
65,M,412,En Couple,4,true,8120 RQ 55
55,F,243,Célibataire,0,false,6326 NO 17
40,M,526,Célibataire,0,false,6906 ID 38
34,M,413,En Couple,2,false,4694 EY 98
66,F,427,En Couple,1,false,3955 JK 85
22,M,486,Célibataire,0,false,9461 XC 34
80,M,583,En Couple,4,true,3897 MK 43
38,F,907,En Couple,2,true,1357 JF 45
50,F,405,En Couple,1,false,7884 KG 55
30,M,488,Célibataire,0,false,2453 RS 36
26,M,553,En Couple,4,false,2280 GL 29
46,Masculin,1236,Célibataire,0,false,8060 BL 47
26,M,402,Célibataire,0,false,3695 VR 73
28,M,452,En Couple,0,false,8139 TA 52
44,Masculin,214,En Couple,0,false,5714 FL 82
41,M,446,En Couple,3,false,7750 GC 63
36,M,497,En Couple,0,false,3430 WP 81
71,M,885,En Couple,0,false,2105 XL 80
52,M,536,En Couple,3,false,6704 SK 81
50,M,467,Célibataire,0,false,8124 CS 93
69,M,571,En Couple,4,true,428 OL 74
78,M,792,En Couple,2,false,9296 OE 68
54,M,401,En Couple,2,true,3903 RS 48
29,M,1271,En Couple,4,false,8337 TT 43
49,M,163,En Couple,4,false,5210 UH 83
76,M,871,En Couple,1,false,9076 ZQ 81
55,F,962,En Couple,0,false,9927 TN 67
34,M,488,Célibataire,0,false,4888 SV 23
19,M,845,En Couple,0,true,1675 KL 68
25,F,753,En Couple,1,true,9718 QF 57
57,M,512,Célibataire,0,false,1108 AA 43
56,M,985,En Couple,0,false,627 SP 12
41,M,222,En Couple,2,false,4843 MP 41
43,M,931,En Couple,4,false,6523 VF 57
27,M,811,Célibataire,0,false,6561 JQ 58
29,M,248,Célibataire,0,false,789 PN 96
?,M,493,En Couple,2,false,1315 FM 79
54,F,431,En Couple,0,false,947 LR 50
64,M,1266,En Couple,4,false,8983 MZ 18
48,M,196,Célibataire,0,false,1936 GY 14
36,F,1145,En Couple,2,false,2957 DI 41
66,F,1193,En Couple,1,true,8402 BV 46
23,F,517,Célibataire,0,false,8993 LX 96
43,M,704,En Couple,1,false,3063 JA 10
53,M,584,En Couple,2,false,9237 HI 58
28,M,571,En Couple,0,false,1481 SM 26
44,M,176,Seule,1,false,2633 WX 89
47,M,403,Seule,3,false,220 RV 42
38,M,1091,En Couple,3,false,9845 ER 47
67,F,1235,En Couple,2,false,7836 AU 14
25,F,1193,En Couple,1,false,5931 GZ 77
46,M,557,En Couple,0,false,6674 OW 10
20,M,525,Célibataire,0,false,5687 DK 75
60,F,212,En Couple,1,false,5885 RE 58
70,M,170,Célibataire,0,false,1360 RN 74
58,M,1180,En Couple,0,false,843 DU 90
81,M,1391,En Couple,1,false,3462 YG 48
82,M,1381,En Couple,4,false,5055 WU 23
35,F,409,En Couple,1,false,979 YK 69
58,F,594,En Couple,0,false,442 OH 92
21,M,199,Seule,1,false,204 XS 95
27,M,1360,Célibataire,0,false,9780 EN 57
22,F,810,En Couple,2,true,4111 CT 11
57,M,468,En Couple,1,true,5825 ZD 82
29,F,153,Seule,2,false,5652 ZT 57
50,F,575,Célibataire,0,false,494 LH 60
21,M,190,En Couple,2,false,6718 YQ 96
69,M,533,En Couple,3,false,210 IE 43
79,F,508,En Couple,0,false,3353 ZD 81
57,M,725,En Couple,1,false,8208 WT 15
49,M,548,En Couple,1,false,3243 AX 90
53,M,527,En Couple,2,false,9841 ZE 74
44,M,1173,En Couple,1,false,308 PZ 93
68,F,1037,En Couple,0,false,7468 SS 58
58,M,923,Seule,3,false,9888 HE 32
84,M,555,Célibataire,0,false,6032 UY 96
37,F,1349,En Couple,3,false,2241 KS 39
24,F,223,En Couple,4,false,1782 FS 24
?,M,585,En Couple,1,false,983 DS 97
51,F,746,En Couple,2,false,6001 TF 61
53,M,1335,Célibataire,0,false,6234 SF 90
64,M,539,En Couple,0,false,831 JH 28
26,M,557,En Couple,3,false,5596 KU 71
48,F,213,En Couple,4,false,8150 KD 66
43,F,400,En Couple,0,false,4233 NJ 14
29,M,214,Célibataire,0,false,9722 RJ 51
25,F,808,En Couple,4,false,5144 ML 14
27,M,461,Célibataire,0,false,9315 MS 45
74,M,158,En Couple,2,false,9928 XO 40
29,M,1248,En Couple,3,false,8969 BB 23
19,M,244,En Couple,0,false,4518 LZ 20
38,F,415,En Couple,2,false,9018 LL 75
53,M,550,En Couple,3,false,3508 LB 95
31,F,185,En Couple,2,false,5263 HO 44
31,F,843,En Couple,2,false,7665 YY 40
44,F,1019,Seule,2,false,5357 YD 11
58,M,199,Célibataire,0,false,8613 IR 32
78,F,929,Célibataire,0,false,3551 CW 38
35,Masculin,1347,Célibataire,0,false,1826 UK 73
55,M,472,En Couple,0,false,334 PA 98
42,F,1377,En Couple,4,false,8646 UC 74
48,M,232,En Couple,4,false,4315 PE 24
24,M,509,En Couple,4,false,4982 JL 51
26,M,560,En Couple,2,false,6609 HS 82
54,M,597,Célibataire,0,false,2354 TS 75
61,F,556,En Couple,1,false,8021 YM 50
21,M,531,En Couple,0,false,7221 XA 62
44,F,539,En Couple,2,false,1527 WY 86
75,M,244,En Couple,4,false,3876 TW 84
49,Masculin,570,Célibataire,0,false,129 JN 25
50,F,967,En Couple,0,false,3116 YL 84
45,M,458,En Couple,3,false,8596 FZ 42
37,M,229,Célibataire,0,false,2661 NB 16
26,M,216,En Couple,0,false,7487 HH 39
55,M,554,En Couple,2,true,1411 XL 20
35,F,501,En Couple,3,false,9738 ZC 32
24,M,958,Célibataire,0,false,401 BI 76
41,M,754,Célibataire,0,false,2164 VR 37
41,M,452,En Couple,0,true,934 OK 63
72,F,520,En Couple,1,false,6410 VC 39
82,F,594,En Couple,4,false,1122 PH 65
76,F,989,En Couple,0,false,2897 PW 40
25,M,1100,En Couple,1,false,1679 CM 65
28,F,499,En Couple,0,false,7593 SD 39
43,M,952,En Couple,0,false,9761 CZ 18
40,M,172,En Couple,4,false,5433 IR 58
23,M,220,En Couple,2,true,1784 RO 56
36,F,845,Célibataire,0,false,2775 MZ 17
31,M,1319,En Couple,2,false,3691 UT 62
44,M,456,En Couple,0,false,2015 RP 45
44,M,811,En Couple,1,true,381 AJ 52
51,M,410,En Couple,2,false,3305 NR 69
24,M,1162,En Couple,3,true,7961 XK 20
57,F,498,En Couple,1,false,8629 VJ 54
59,M,511,En Couple,0,false,9655 UC 24
28,F,466,En Couple,1,false,6639 DZ 12
45,F,470,En Couple,2,true,4902 TI 35
19,M,459,En Couple,0,false,93 MX 60
49,F,401,Célibataire,0,false,8882 UT 74
19,M,480,En Couple,0,true,7741 VZ 44
40,M,769,Célibataire,0,false,8109 XU 69
42,F,975,En Couple,1,false,26 LE 14
25,M,500,Célibataire,0,false,7351 EA 28
55,M,206,Seule,1,false,9526 IO 24
22,M,404,En Couple,0,false,9607 OK 19
21,M,580,En Couple,0,false,1935 WP 43
74,F,183,En Couple,1,false,7121 DT 74
24,F,568,En Couple,1,false,5579 YJ 26
43,M,192,En Couple,1,false,1120 HY 86
24,M,591,Célibataire,0,false,7581 IN 67
25,M,444,Célibataire,0,false,954 JN 17
23,M,1315,Seule,2,false,1600 NH 14
43,M,577,Célibataire,0,false,993 UM 69
67,M,206,En Couple,2,false,2712 RP 85
29,F,1073,En Couple,2,false,2270 GT 18
28,F,1041,En Couple,1,false,726 SM 51
23,F,1035,Célibataire,0,false,5750 TB 44
82,M,490,Célibataire,0,false,7746 BQ 22
20,M,1163,En Couple,0,true,9143 SV 80
58,F,481,Célibataire,0,false,8192 IK 86
23,M,1251,Célibataire,0,false,3432 OJ 90
38,M,518,En Couple,4,false,5710 VJ 67
54,F,188,En Couple,0,true,1134 ML 53
37,F,211,En Couple,4,true,4065 OQ 27
47,M,427,En Couple,0,false,5875 HC 54
33,M,955,En Couple,0,true,7533 XF 42
39,F,445,Célibataire,0,false,543 OZ 52
30,M,1091,En Couple,4,false,8748 OQ 31
18,M,924,En Couple,3,true,3361 WW 68
54,M,587,En Couple,2,false,4227 YX 33
40,F,529,Seule,3,false,2708 LG 18
20,M,998,En Couple,2,false,1698 YS 44
60,M,516,Célibataire,0,false,4268 OK 55
21,M,422,En Couple,4,false,6242 AO 29
62,F,1055,Célibataire,0,false,7704 BV 76
58,F,425,En Couple,0,false,7174 UD 17
53,M,1003,En Couple,0,false,2287 WB 47
55,M,1247,En Couple,0,false,1228 DH 95
35,M,593,En Couple,0,false,1653 UM 14
41,F,500,En Couple,1,false,5627 IU 27
57,M,493,En Couple,2,false,4693 OU 86
57,M,549,En Couple,4,false,437 AP 95
56,M,737,En Couple,2,true,2885 EU 25
41,F,1190,En Couple,1,false,7316 LX 83
44,M,504,En Couple,1,false,7015 TC 40
29,M,1267,En Couple,2,false,574 EH 24
76,M,1053,En Couple,4,false,36 FF 34
35,M,496,En Couple,1,false,354 HA 53
39,F,182,Célibataire,0,false,5777 RJ 23
74,M,455,Célibataire,0,false,3993 NO 85
21,F,240,En Couple,1,false,9387 YD 65
18,F,459,En Couple,0,false,2536 TE 40
22,M,536,Célibataire,0,false,9980 BE 13
22,F,481,Célibataire,0,false,4107 UF 59
55,M,505,Célibataire,0,false,118 JS 43
78,M,587,En Couple,0,false,7321 TS 39
78,M,1112,En Couple,0,false,4148 LJ 75
20,F,193,En Couple,1,false,9636 FT 45
44,F,468,En Couple,4,false,9421 BX 47
23,F,483,Seule,1,false,9607 UZ 75
73,F,444,En Couple,1,true,8819 OG 66
38,M,219,Célibataire,0,false,5736 VT 96
35,M,1028,En Couple,0,false,7165 DL 30
82,M,198,Célibataire,0,false,9045 OQ 97
55,M,1381,En Couple,2,true,4067 DT 77
52,M,1386,Célibataire,0,false,952 VO 77
72,M,425,Célibataire,0,false,6448 AL 26
27,M,479,Célibataire,0,false,229 YF 48
28,M,743,Seule,1,false,2270 QF 45
20,F,496,En Couple,1,false,8793 ZJ 71
61,M,1093,Célibataire,0,false,608 NL 45
28,M,460,Célibataire,0,false,2730 KI 55
22,M,155,En Couple,4,false,3361 KF 56
18,F,436,En Couple,2,false,491 UX 96
65,M,521,Célibataire,0,false,5943 QE 50
79,M,533,Célibataire,0,false,1446 TU 65
28,M,542,En Couple,4,false,5444 PY 93
50,F,404,En Couple,1,false,4721 FQ 30
40,F,448,En Couple,2,false,4273 UW 56
80,M,834,En Couple,3,false,7340 GM 44
35,M,762,Célibataire,0,false,7746 TS 43
42,M,166,Célibataire,0,false,95 OX 43
29,F,593,En Couple,1,false,9815 EP 73
82,F,1370,Seule,1,false,5582 EC 79
59,M,1063,En Couple,2,false,1286 ZC 77
26,M,897,En Couple,4,false,5174 PJ 49
40,F,476,Célibataire,0,false,4964 LJ 90
32,M,464,En Couple,4,false,5567 UQ 17
57,M,539,En Couple,1,false,1579 IG 34
39,M,511,En Couple,0,false,1913 JH 64
39,Masculin,445,Seule,3,false,7234 SF 13
58,F,451,En Couple,4,false,5297 ZG 16
62,M,1282,Célibataire,0,false,9658 IO 65
78,M,175,En Couple,4,false,3675 FK 29
52,M,464,En Couple,4,true,9309 XS 92
64,F,1195,Célibataire,0,false,1958 SE 56
27,N/D,?,Célibataire,0,false,2271 GG 52
46,M,587,En Couple,1,false,6237 TJ 52
83,M,551,Célibataire,0,false,9247 ZN 58
57,M,561,En Couple,1,false,5586 MF 57
76,F,432,Célibataire,0,false,7204 IO 55
72,F,545,En Couple,0,false,9619 JE 74
23,F,230,Célibataire,0,false,1521 CY 10
23,F,587,En Couple,2,false,4183 XS 96
18,M,153,En Couple,0,false,6675 GD 47
44,M,167,Seule,2,false,7999 EQ 28
19,M,235,En Couple,2,false,735 EH 78
40,M,162,En Couple,2,false,9831 CB 50
41,M,247,Seul,0,false,4695 VI 40
52,M,211,En Couple,2,false,4676 DU 28
44,M,767,En Couple,0,false,4963 BK 44
52,M,204,En Couple,0,false,8565 TY 61
47,M,963,Célibataire,0,false,9370 HG 24
23,F,796,Célibataire,0,false,355 BA 17
20,M,431,En Couple,2,false,9688 ZM 60
39,M,863,En Couple,2,false,2915 NV 29
25,M,575,En Couple,4,true,9895 ZD 44
19,M,958,En Couple,1,false,2464 UC 84
43,F,408,En Couple,2,false,2872 FP 19
19,M,550,Célibataire,0,false,6995 EE 37
22,M,1078,En Couple,2,false,1848 NU 78
60,F,167,En Couple,4,false,5853 AJ 53
52,N/D,423,Célibataire,0,false,6654 XW 96
26,F,723,En Couple,1,false,5689 YA 84
58,M,1322,En Couple,4,false,6825 YX 87
40,F,1272,En Couple,3,false,3212 FF 46
80,M,1006,Seule,1,false,2755 QK 72
53,M,1073,En Couple,0,false,7175 VB 32
27,M,555,En Couple,4,true,7378 QM 82
82,M,562,Célibataire,0,false,9281 EG 51
53,F,493,En Couple,2,false,2308 ZC 14
19,M,553,En Couple,2,false,9086 ZG 11
21,M,503,Célibataire,0,false,2432 UV 59
57,F,583,Célibataire,0,false,2765 YT 81
38,M,206,En Couple,0,false,9129 HQ 78
63,F,902,Célibataire,0,false,1523 YX 50
25,F,525,En Couple,2,false,6764 WD 15
83,M,556,En Couple,4,false,1746 ZZ 12
35,M,578,Célibataire,0,false,4398 PQ 56
35,M,575,Célibataire,0,false,2406 OU 46
38,Homme,462,Célibataire,0,false,7904 XN 32
27,M,519,En Couple,2,false,8325 BK 83
49,Homme,1109,Célibataire,0,false,3581 PI 68
26,M,480,En Couple,0,false,2124 FL 95
47,M,474,En Couple,3,false,6952 NQ 26
47,M,1289,En Couple,3,false,1846 ZN 52
71,F,558,En Couple,2,true,4561 AN 13
40,F,833,Célibataire,0,false,7606 WY 79
21,F,401,Célibataire,0,false,8206 DY 78
51,M,240,Seule,2,false,3017 YM 56
58,M,247,Célibataire,0,false,6691 SV 77
74,F,522,En Couple,4,false,1638 VU 74
70,M,151,Célibataire,0,false,3372 DO 82
64,Femme,192,En Couple,2,true,6303 AM 31
23,F,847,En Couple,1,false,7216 JV 30
55,M,1273,Célibataire,0,false,8704 HV 76
24,M,154,Célibataire,0,false,8957 LW 18
38,M,528,Célibataire,0,false,1900 TD 65
58,F,1395,Célibataire,0,false,3760 FG 97
72,M,498,En Couple,3,true,6597 CW 76
50,M,939,En Couple,2,false,3228 CG 27
23,F,502,En Couple,3,false,3107 KQ 66
83,M,557,En Couple,0,false,1167 WU 37
43,M,1129,Célibataire,0,false,8009 LN 67
32,F,944,Célibataire,0,false,5314 PC 81
24,F,1294,En Couple,3,false,8436 TF 36
19,F,798,Célibataire,0,false,1447 FE 42
45,M,1378,En Couple,2,true,5725 CA 12
56,M,1195,Célibataire,0,false,7115 RD 82
22, ,566,En Couple,0,false,9652 MD 73
29,M,540,En Couple,0,false,3155 SV 77
